ms,split,text,Topic,Count,t1,t2,t3,t4
112,2,الان ياخذه الجنب والحاءض وكانت الدراهم قيل ذلك منقوشة بالفارسية فكره ناس من القراء مسها وهم علي غير طهارة فقيل لها المكروهة وصارت سمةلها وعلامة عليها ولقد سءل مالك رضاللف عن تغيير كتابة الدنانير والدراهم لما قيها من كتاب الل ه تعالي فقال اول ما ضربت علي عهد عبد الملك بن مروان والناس متوافرون فما اتكر احد ذلك وما رايت,0,50256,من,الله,الي,عليه
112,3,اهل العلم انكروه ولقد بلغني ان ابن سيرين كان يكره ان يبيع بها يشتري ومازال امر الناس كذلك ولم ار احدا منع ذلك ها هنا ص وقيل لعبد الملك رحمه الله تعالي هذه الدراهم البيض فيها كتاب الله يقليها اليهودي والنصراني ما بين المعقوفتين زيادة من ب المقصود بالدراهم الجيض ما كان تقيا وافي الوزن وكان الحجاج بن يوسف الققفي,0,50256,من,الله,الي,عليه
113,1,لعر بن عبد العزيز وهوخطاواضح والصحيح ما اءبته من نخة وب والجنب والحاءض فان رايت ان تامر بمحوها فقال اردت ان تحتج عليما الامم اننا غيرتا توحيد رينا واسم تبينا ومات عبد الملك بن مروان والامر علي ما تقدم وخلفه ابته الليد ثم سليمان بن عبد الملك ثم عمربن عبد العزيز فلم استخلف يزيد بن عبد الملك ضرب الهبيرية عمربن هبيرة,0,50256,من,الله,الي,عليه
113,2,بالعراق علي عيارستة دواتيق فكان اول من شدد في امر الوزن وخلص الفضة ابلغ من تخليص من قبله فلما قام هشام بن عبد الملك وكان جموعا للمال امرخالد بن عبد الله القسري في ستة ست وماءة من الهجرة ان يصير العيار الي وزن سبعة وان يبطل السكك من كل پلد الاواسط فضرب الدراهم بواسط وكبر السكة فكان خالد في تخليص الفضة,0,50256,من,الله,الي,عليه
113,3,اشد ممن قيله فضريت الدراهم علي السكة الخالدية حتي عزل خالد في سنة عشرين وماءة وتولي يوسف بن عمر التقفي فاقرط في الشدة يحيث امتحن يوما العيار فوجد درهما ينقص حية فضرب كل صانع الف سوط وكانوا ماءةصانع قضرب في حبةماءة الف سوط وصفر يوسف السكة واجراها علي وزن سبعة وضربها بواسط وحدها حتي مابين المقرقعين ساقط من تسحة ا وانيته,0,50256,من,الله,الي,عليه
114,1,بن يزيد في سنة ست وعشرين وماءة فلما استخلف مروان بن محمد الحمار اخر خلفاء بني امية ضرب الدراهم بالجزيرة علي السكة بحران حتي قتل وكانت الهييرية والخالدية واليوسقية اجود نقود بني امية وكانت دولة بني العباس فضرب السفاح الدراهم بالاتبار وعملها علي نقش الدثاتير فكتب عليها السكة العباسية وقطع منها وتقصها حبة نم تقصها حبتين فلما قام ابو جعفر المنصور,0,50256,من,الله,الي,عليه
114,2,تقصها ثلاث حيات وسميت تلك الدراهم ثلاثة ارباع قيراط لان القيراط اريع حبات كانت الدراهم كذلك وحدثت الهاشمية علي المشقال اليصري اص وكانت تقطع علي المثاقيل الميالة الوازنة التامة فاقامت الهاشمية علي المثاقيل والعتق علي نقصان ثلاثة ارباع قيراط مدة المنصور والي سنة ثمان وخمسين وماءة فضرب الملهدي فيها سكة مدورة فيها نقط ولم يكن لموسي الهادي بن المهدي سكة تعرف,0,50256,من,الله,الي,عليه
115,1,النحور ولد بالري سنة وتوفي ستة ه وقد يويع باخلاقة بعد اييه بعهد منه انظر ترجته في تاريخ الخلقاء للسيوطي ص حية فلما صير الرشيد السكك الي جعفر بن يحيي بن خالد البرمكي كتب اسمه بمدينة السلام وبالمحمدية من الري علي الدنانير والدراهم وضرب دنانير زنة كل دينار منها ماءة مثقال كان يفرقها علي الناس في النيروز والمهرجان وكتب عليها,0,50256,من,الله,الي,عليه
115,2,واصفرمن ضرب دار الملوك يلوح علي وجهه جعفرا زيد علي مانة واحد اذاتاله معسسر ايسرا وكان ليني العباس دناتير الخريطة وهي ماءة دينار فيها ماءتان مكتوب علي كل دينار ضرب الحسني لخريطة امير المءمنين وهذه الدتانير هي التي ينعم منها امير المءمنين علي المغنيين وتحوهم ومعني احسني القحرالحستي الذي هوالان مديتة هو الرشيد عارون ابر جفر بن المعدي محد بن,0,50256,من,الله,الي,عليه
115,3,امتصور عبد الله بن محمد بن علي بن عيداللهبن العباس كان الرشيد يحب العلم واهله ويعظم حرمات الاسلام وببغض المراء في الدين والكلام في معارضة النص وكان ييكي علي تفسه وعلي اسرافه وذنريه انظر ترجته في تاريخ الخلفاء للسيوطي ص جفرين يحيياليرمكي توفيسنة ه كان وزيرا للرشيد وهر احد الاجواد والفصحاء اتظر رجمته في العبر للدهيي وفيات الاعيان لابن خلكان,0,50256,من,الله,الي,عليه
116,1,وصير نقصان الدراهم قيراطا غير حبة واستمر الامر كذلك الي شهر رمضان سنة اربع وثمانين وماءة فصار النقص اربعة قراريط وحبة وتصف حية وصارت لا تجوز الا في المجموعة او بما فيها ويطلت لما قتل الرشيد جعفر بن يحيي وتولي الوزارة الفضل بن الرييع صير السكة اليي الستدي بن شاهق فضرب الدراهم علي مقدار الدنانير وسييل الدناتير في ساءر ما,0,50256,من,الله,الي,عليه
116,2,تقدم فكره سبيل الدراهم فكان خلاص السندي جيدا اشد الناس خلاصا للذهب والفضة في شهر رجب سنة احدي وتسعين وماءة نقصت الدنانير الهاشمية نصف حبة ومازال الامر في ذلك كله عصرا يجوز فيه الدينار جواز المثاقيل ثم ردت المثاقيل الي وزنها ه تي كانت ايام الامير محمد بن هارون الرشيد فصير دور الضرب الي العباس بن الفضل بن الرييع فنقش,0,50256,من,الله,الي,عليه
116,3,ص في السكة باعلي السطور ريي الله وياسفلها العباس بن الفضل فلما قتل الامين واجتمع الناس علي عبد الله المامون لم يجد احدا ينقش الدراهم فتقشت بالمخراط كما تنقش الخواتم هو ابو محمد الحسن بن سهل بن عبد الله السرخسي تولي وزارة المامون بعد اخيه ذي الرياستين الفضل وحظي عنده وكان سسحا للفاية جوادا عدوحا انظر المزيد من ترجمته في,0,50256,من,الله,الي,عليه
117,0,الرشيد كان من احسن النباب صورة ذات قوة وشجاعة معروفة له فصاحة وبلاغة وادب وفضيلة انظر ترجته في تاريخ الخلفاء للسيوطي ص هو العباس ين الفضل ين الرييع كان اديبا شاعرا جعل الامين القضل بن الربيع وزيرا له فاستحج القضل ابنه العباس وقد مات العباس وابوه حي انظر ترجته في تاريخ بغداو للخطيب البفدادي هو المامون عبد الله ابو العباس,0,50256,من,الله,الي,عليه
117,1,بن الرشيد ولد سنة ه وكان من اقضل رجال بني العباس حتما وعزما وحلما وعلما ورايا ودهاء وهيبة وشجاعة وله محاسن وسبرة طوبلة انظر ترچته في تاريخ الحخلفاء لليوضي ص وكان الناس في اول الاسلام انما يزتون بالشواهين فلما ولي عبد الله بن عامر اليصرة ستة تسع وعشرين للمهجرة وضع في الميزان لسانا وهو اول من صنع لسانا لميزان ولم,0,50256,من,الله,الي,عليه
117,2,يزل الامرفي التقود علي ما تقدم عامة ايام المامون حتي مات ثم قام من بعده ابو اسحاق المعتصم ثم الواءق ثم المتوكل الي ان قتله الاتراك وشركوا ب العباس في الامور وتفتنت الدولة في الترف وتقلص نور الهداية وتبدلت اوضاع الشريعة ورسوم الدين واحدثوا وابتدعوا ما لم ياذن الله به فكان من ذلك غش الدراهم ويقال ان اول من غش,0,50256,من,الله,الي,عليه
117,3,الدراهم وضريها مغشوشةزيوفا عبيد الله بن زياد حين فرمن البصرة سنة اريع وستين من الهجرة ثم ففت في الامصار ايام دول العجم الدراهم عوعبد الله ين عامربن كريز الذي افعسح مدينة اصطخر وضم اليه اخليفة عفمان بن عفان رضي الله عنه مدينة البصرة وفارس في سنة ثلاثين افعتح فارس وخراسان وقيل عنه لما ولد اتي به التبي فتقل في فيه,0,50256,من,الله,الي,عليه
118,2,امرها وارجر ان يوفقشي اله علي تفصيل ذلك ان شاء الله تعالي كانت الدراهم في عصر من العصور الاسلامية اربعة انواع وهي اجيدة ومعدتها فضة خالحة والزيوف وهي الفضة المخلوطة وكاتت تقيل يقيتها في المعاملات العجارية فقط ولا تقبلها الحكرمة ف معاملاتها وجباياتها اليتة والمبهرجة وهي التيلم تضرب بدار الخرب وكاتت غير مقبولة في معاملات الاقراد والحكومات والخوقة وهي التي كانت,0,50256,من,الله,الي,عليه
118,4,انما هو الذهب كما ستقف ان شاء الله تعالي علي تفصيله فيما انا عازم عليه من افراد تاليف يحتوي علي عامة احوال خراج مصر منذ مصرت وعرفت اخبارها الي هذا الزمن الحاضر وكفي من الدلالة علي صحة ما تقدم حديث ابي هريرة رخاللنه قال قال رسول الل ه لاله منعت العراق درهمها وقفيزها ومنعت الشام مدها ودينارها,0,50256,من,الله,الي,عليه
119,0,ومنعت مصر اردبها ودينارها اخرجه مسلم وابو واود فذكر الا كل بلد وما يختص به من كيل ونقد واشار الي ان نقد مصر الذهب وكان ف هذا الحديث ما يشهد بصحة فعل عمر بن الخطاب رةاللف ص فانه لما افتتح العراق في سنة ست عشرة من الهجرة بعث عفمان بن حتيف ففرض علي ارض السواد علي كل حريب من الكرم,0,50256,من,الله,الي,عليه
119,3,اربعة دراهم وعلي جريب الشعير درهمين وكتب بذلك الي عمر بن الخطاب رقاللقمه فارتضاه ولما فتحت مصر في ستة عشرين علي الصحيح فرض عمرو بن العاص علي جميع من بها من القبط دينارين دينارين قجبيت اول عام عشر الف الف دينار قيل جبيت ستة عشر الف الف دينار وضريت الجزية علي كل علج من علوج مصر الذين اقروا لعمارة الارض,0,50256,من,الله,الي,عليه
119,4,اربعة دنانير في كل سنة سوي غراج الارض فاقر ذلك عمر بن الخطابفاللفه واما اهل السواد فان عمر رخاللكفنه اقرهم علي منزلة اهل الزمة وفرض علي كل علج متهم اربعين درهحا فجييت ماءة الف الف وسيعة وثمانين الف الف درهم وقيل ماءة الف الف وستون الفل درهم ومازال خراج السواد دراهم ولولا خوف الاطالة لسردت الاخيار التي توضح ان معاملة,0,50256,من,الله,الي,عليه
120,2,النسخ الاخري هر الصحيح عمروين العاص اير عبد الله السهمي امير مصر اسلم في هدتة الحديبية وهاجر وولي امرة جيش ات السلاسل وكان من دهاة قريش واجلادها وذو الحزم والراي انظر ترجته في العير للنميي وشذرات النعب لابن العماد العلج الرجل القوي الضخم من كفار العجم لسان العرب لاين منظور ع ل ج مابين المقرفعين ساقط من نخي و ب,0,50256,من,الله,الي,عليه
120,4,الله عنه في تاريخه الكبير وفي شهر ربيع الاول من سنة سبع وتسعين وثلاثماءة تزايد امر الدراهم القطع والمزايدة فييعت اربعة وثلاثون درهما بدينار وتزع السعر واضطريت امور الناس فرفعت الدراهم وانزل بعشرين صندوقا من بيت المال فيها دراهم جدد ففرقت في الصيارف وقرء سجل برفعها والا يتعامل بها وانظر من في يده شء منها ثلاثة ايام وان يورد جميع,0,50256,من,الله,الي,عليه
121,1,واتصل بخدمة الحاكم بامر الله سنة ه فقلد اعمال القيس والبهنا من اعمال الصعيد فم تولي ديران الترتيب وهو يومقذ من متاصب الوزارة الهامة ثم اصطفاه الحاكم بامر الله وعينه في يطاتنته الشخصية في سنة ه ونال حظوة وسعادة وكانت له مع الحاكم مجالس ومحاضرات وله من المصنقات العلمية ثبتا حافلا مما يدل علي ما كان يتمتع به هذا الذهن,0,50256,من,الله,الي,عليه
121,3,في وفيات الاعيان لاين خلكان وحسن المحاضرة للسيوطي والخطط المقريزية للمقريزي الطبعة الاهلية مصر الدراهم القطع او المقطعة كانت كمدلولها اللقظي دراهم غير كاملة لذهاب جزء منها يسبب القطع وكانت تلك الدراهم تقيل في معاملات الافراد حسب الوزن غير ان الحكومات كانت ترفض التعامل بها اءما وتسيها الدراهم الغلة اما الدراهم المزايدة وصحتها المزايدة فهي التي كانت تزيد عن الدراهم,0,50256,من,الله,الي,عليه
121,4,الجيدة في الحجم وليس في الوزن في نسخة ا وزع وما اءيته من نخة ب الناس ويلفت الدراهم القطع والمزايدة اربعة دراهم بدرهم من الجدد وتقرر امر الدراهم الجدد علي ثمانية عشر درهما بدينار ثم اشتهر في كتب ص الاخيار ان الفضة صارت تضرب تضرب نقودا بمصر وانها سميت بين الدراهم باسم المسودة وبها كانت معاملة اهل مصر والقاهرة والاسكتدرية,0,50256,من,الله,الي,عليه
122,0,وتعرف بنقد مسصر وادركت الاسكندرية واهلها لا يتعاملون الا بها وبسموتها الورق واختلفت اراء خلفاء مصر وملوكها في مقدار الدرهم اختلافا لم ينضبط الي الان وحقيقة الدرهم السود النحاس فيه اليسير من الفضة ولم تزل المعاملة بها حتي استولت دولة بني ايوب علي ملكتي مصر والشام وقلك منهم محمد الكامل بن العادل في ذي القعدة من سنة اثنتين وعشرين وستماءة,0,50256,من,الله,الي,عليه
122,1,امر الكامل بضرب دراهم مستديرة وتقدم الا يتعامل الناس بالدراهم المصرية العتق وهي التي يدعوها اهل مصر الورق فهجر الناس الدراهم الورق وتركوا التعامل يها اذ الرعية علي دين راعيها وكانت لا الدراهم الكاملية وهي التي ادركنا الناس يتعاملون بها ثلثاها فضة والثلث تحاس يضاف علي الماءة من الفضة الخالصة خمسون درهما من النحاس راجت هذه الدراهم في بقية دولة,0,50256,من,الله,الي,عليه
122,4,بالملك الكامل وقد توفي سنة ه انظر ترجته في حسن المحاضرة للسيوطي ما بين المعقوفتين زبادةمن تسخةرب عامة اثمان المبيعات وقيم الاعمال وبها تءخذ خراج الارضين واجرة المساكن وغير ذلك و كان الدرهم ثماني عشرة خروية والخروية ثلاث قمحات والمثقال اربع وعشرين خروية ا والصنجة تتفاوت بمصر والشام فتنقص كل ماءة مثقال شامي مثقالا وربعا بمصر وكذلك الدراهم واما الفلوس,0,50256,من,الله,الي,عليه
123,0,فانه لما كان في المبيعات محقرات تقل عن ان تباع بنرهم او جزء منه احتاج الناس من اجل ذلك في القديم والحديث من الزمان الي شء سوي نقدي الذهب والفضة يكون يازاء تلك المحقرات لم يسم ابدا علي وجه الدهر ساعة من تهار فيا عرف من اخبار الخليفة تقدا لا ولا اقيم قط بمنزلة احد النقدين واختلفت مذاهب البشر واراءهم,0,50256,من,الله,الي,عليه
123,1,في ما يجعلونه ل ازاء تلك المحقرات فلم يزل بمصر والشام ص وعراقي العرب والعجم وفارس والروم في اول الدهر واخره ملوك هذه الاقاليم لعظمتهم وشدة باسهم ونصرة ملكهم وكثرة شاوهم وختزوانة سلطانهم يجعلن بازاء هذه المحقرات تحاسا يضريون اليسير مته قطعا صغارا سميها العرب فلوسا لشراء ذلك ولا يكاد يوجد من هذه الفلوس الا التزر اليسير مع انها لم,0,50256,من,الله,الي,عليه
123,2,تقم ابدا في هذه الاقاليم بمنزلة احد النقدين قط وكان سبب ضريها بمصر في ايام الكامل الايويي بعد ان لم تكن ان امراة تعرضت فطيب الجامع بمصر وهو اذ ذاك ابو الطاهر الكحلي تستفتيه ايحل شرب الماء ام فقال يا امة الله اوما يمنع من شرب الماء فقالت ان السلطان ضرب هذه الدراهم واني اشتري القرية بتصف درهم منها ومعي,0,50256,من,الله,الي,عليه
123,3,درهم فيرد السقاء علي نصف درهم ورقا فكاتي اشتريت منه ماء وتصف درهم بدرهم فانكر ايو الطاهر ذلك واجتع بالسلطان وتكلم معه في ذلك الامر بضرب الفلوس مابين المعقوقتين زبادة من نسخة ب الفلوس مفردها الفلس وهو يوناتي معرب ومعناه كيس النقود ومقال مثل ذلك بصدد لفظ الدرهم الفارسي التزر القليل التقدين اي الذهب والفضة ما بين الممقوفتين زيادة من,0,50256,من,الله,الي,عليه
123,4,نسخة ب مايين الممقرفتين زيادة من نسخة ب ولقد كان ببفداد التي اريت عمارتها علي عامة الامصار يجعل بازاء غالب البيعات عوضا منها الخبز يوضح ذلك ما علقته من رسالة الشيخ الرءيس ابي القاسم بن ايي زيد الي يعض اخوانه يخبره باخبار البلاد التي سلكها وما هي عليه وذلك عند سفره من هصر ونزوله ببغداد في سنة بضع واربعمانة قال,0,50256,من,الله,الي,عليه
124,0,بعد صدر طويل اما الخبز فيبرز عجينه علي باب الدكان فيجتمع عليه عددكثير من الذباپ ثم يخيزونه في تنانير قد احميت بالدخان ويبالغون في تجفيف الرغفان ويعاملون به في الاسواق ويقيموته مقام الدرهم في الاتفاق وبنتقدونه تقدا قد اصطلحوا عليه وجعلوا لذلك قانونا يرجعون اليه قيردون المثلوم والمكرج كما يرد الدرهم الزاءف والدينار المبهرج ويشترون به اكثر الماكولات والمشمومات ويدخلون,0,50256,من,الله,الي,عليه
124,1,به الحمامات وياخذه التياذ والخمار ولا يرده البزاز ولا العطار وللرغيف السميد علي غيره صرف قدر وحساب عندهم معلوم محرر ومع هذه العناية والاحتياط يباع كل ستين رغيفا بقيراط وكتبت من خطحافظ المغرب محد بن سعيد في كتابه الذي سماه جنا النحل وحيا المحل ما نصه فاخرج لي احد هءلاء التجار يعني تجارا راهم ببغداد لما رحل اربت اي زادت,0,50256,من,الله,الي,عليه
124,6,ب ع د,0,50256,من,الله,الي,عليه
125,0,ياخذ بدلا عنها انتهي واخيرتي من لا اتهم انه شاهد في بعض مدن اقليم الصعيد اهلها يتعاملون في محقرات المبيعات بالكودة وتسصي بمصر الودع كما يتعامل اهل مصر الان بالفلوس واخيرني ثقة ان ببعض بلاء الهند يشتري الكثير من الماكل بالعفص واليلح وادركت انا الناس ل من اهل ثفر اسكتدرية وهم يجعلون في مقابلة الخضرة والحوامض والبقول ونحو ذلك كسر,0,50256,من,الله,الي,عليه
125,1,الخيز ولشراء ما يراد منه ولم يزل ذلك الي نحو السبعين والسبعحاءة وادركتا ريف مصر واهله يشترون الكثير من الحواءج والماكولات بلبعض الدجاج وبنخال الدقيق ويردي مشاق الكتان الي اخر هذه الحوادث كل هءلاء انما يتخذون ما تقدم فكره لشراء الامور الحقيرة فقط ولم يجعل احد منهم شيقا من ذلك نقدا يخزن ولا يشتري به شء جليل البتة الخطا يلاد,0,50256,من,الله,الي,عليه
125,3,ولا درهم وجميع ما يتحضل يبلادهم من ذلك يسبكونه قطعا وافما بيعهم وشراءهم بقطع كاغد كل قطعة منها بقدر الكف مطيرعة بطايع السلطان وتسسي الخمس والعغرين قطعة منها بالفت وهو يعني الدينار عندنا واذا تمرقت تلك الكواغد في يد انان حملها الي داركدار السكة عندنا فاخذ عوضها جددا ودقع تلك ولا يعطي علي ذلك اجرة ولا سواها لان الذين يتولون,0,50256,من,الله,الي,عليه
125,4,عملها لهم الارزاقل الجارية من قبل السلطان وقد وكل يتلك الدار امير من كبار الامراء واذا مضي الانسان الي السوق قرهم فضة او دينار يريد شراء شء لم يءخذ مته ولا باحفت اليه حتي يصرفه باليالفت ويشري به ما اراد اتظر رحلة ابن بطوطة ص طبعة صادر بيروت بدون تاريخ الكودة هي الودع الذي يستخرج من البحر اتظركتاب شذرات العقود,0,50256,من,الله,الي,عليه
126,1,اولا تعد في الدرهم الكاملي ثمانية واربعين فلسا ويقسم الفلس اريع قطع تقام كل قطعة مقام فلس يشتري بها ما يشتري بالفلوس فيحصل بذلك من الرفق لذوي الحاجات ما لا يكاد يوصف وتمادي الامر علي ذلك الي بعد الخمسين والستماءة من الهجرة قسول بعض العمال لارباب الدولة حب الفاءدة وضمن ضرب الفلوس بمال قرره علي تفسه وجعل كل فلس يزن,0,50256,من,الله,الي,عليه
126,2,شقالا والدرهم يعد اريعة وعشرين فلسا فثقل ذلك علي الناس وانكاهم موقعه لما فيه من الخسارة لانه صارما يشتري بدرهم هو ماكان قيل يشتري بنصف درهم فم توطتت فوس الناس علي ذلك اذ هم ابناء العواءد وكانت الفلوس مع ذلك لا يشتري بها شء من الامور الجليلة وانما هي لنفقات البيوت ولاغراض ما يحتاج اليه من الخضر واليقول وتحوها فلما,0,50256,من,الله,الي,عليه
127,1,وان يكون الفلس زنة درهم ثم نودي علي الرطل منها بدرهمين وكان هذا اول ما عرف بمصر من وزن الفلوس والمعاملة بها وزنا لا عددا لما كانت ايام الظاهر برقوق وتولي محمود بن علي الاستادار امر الاموال السلطانية شره الي الفواءد وتحصيل الاموال فكان مما احدث الزيادة الكبيرة من الفلوس فيعث الي بلاء فرءجة لجلب النحاس الاحمر وضمن دار الضرب,0,50256,من,الله,الي,عليه
127,2,بالقاهرة بجملة من المال ودام ضرب الفلوس بها مدة ايامه واتخذ بالاسكندرية دار ضرب لعمل الفلوس فكثرت الفلوس بايدي الناس كثرة بالغة وراجت صارت من اجله هي النقد الغالب في البلد وقلت الدراهم لامرين احدهما عدم ضربها اليتة والثاتي سبك ما بايدي الناس منها لاتخاذه حليا منذ تفنن امراء السلطان واتباعهم في دواعي الترف وتانقهم في المباهاة بفاخر ازي وجليل,0,50256,من,الله,الي,عليه
127,3,الشارة ووجد مع ذلك الذهب بايدي الناس بعد ان كان لا يوجد مع كل احد لكثرة ما كان يخرجه الظاهر برقوق في الانعام علي امراء الدولة ورجالها وفي نفقات االحروب والاسفار في الصلات زمن الغلاء فمات الظاهر وللناس ثلاثة نقد اكثرها الفلوس وهو النقد الرايج الغالب والثاني الذهب وهو اقل وجدانا من الفلوس واما الفضة اص فقلت حتي بطل التعامل,0,50256,من,الله,الي,عليه
127,4,بها لعزتها وكان يعطي في الدينار الذهب منها الي ثلاثين درهما ثم كثر الذهب بايدي الناس حتي صار مع اقل السوقة وعظم رواج الفلوس ا كثرت كثرة بالغة حتي صارت المبيعات وقيم الاعمال كلها تنسب الي الفلوس خاصة ويلغ هو الملك الظاهر برقوق بن انس بن عبد الله الجركسي العفماني تولي امر الملك سنة اه ويايعه الخليفة المتوكل محمد بن,0,50256,من,الله,الي,عليه
127,6,ع ب د,0,50256,من,الله,الي,عليه
128,1,ب وما انيته من تسفة ب ما بين الممقوقسين زبادة من تته ب ما بي الامقوفتين زبادةمن تسخة ب هكذا في نسخة ا ومن الممكن ان تقول وجودا الذهب كل مثقال منه الي ماءة وخسين من الفلوس والفضة كل زنة درهم من المضروب منها بخمسة دراهم من الفلوس التي كان كل درهم منها يعد اربعة وعشرين فلسا ويلغ المثقال من,0,50256,من,الله,الي,عليه
128,3,فيذكر اقسام الناس واصتافهم وبيانجلمناحوالهم واوصافهم اعلم حرسك الله بعينه التي لا تنام وركته الذي لا يرام ان الناس باقليم مصر في المجملة ل علي سبعة اقسام القسم الاولي اهل الدولة والقسم الثاني اهل اليسار من التجار واولي النعمة من ذوي الرقاهية والقسم الثالث الباعة وهم متوسطو الحال من التجار ويقال لهم اصحاب اليز ويلحق بهم اصحاب المعايش وهم السوقة,0,50256,من,الله,الي,عليه
128,4,القسم الرابع اهل الفلح وهم اهل الزراعات والحرث سكان القري والريف والقسم المخامس الفقراء وهم جل الفقهاء وطلاب العلم والكثير من اجناد الحلقة ونحوهم والقسم السادس ارباب الصتاءع والاجراء اصحاب المهن والقسم السابع ذوو الحاجة والمسكنة وهم السءال الذين يتكففون الناس ويعيشون منهم قاما القسم الاول وهم اهل الدولة فحالهم في هذه المحن علي ما يبدو لهم ولمن لا تامل,0,50256,من,الله,الي,عليه
129,2,زبادة من تسخة ب ويدخر بعد ذلك ما شاء الله لانها كانت دراهم وهي قيمة الف مققال من الذهب او قريب م نها والان انما ياتيه بدل تلك الماءة الف درهم قلوس هي قيمة ستماءة وستين مثقالا من الذهب ينفق ذلك فيما يحتاج اليه في اليوم من لحم وخضر وتوابل وزيت ونحوه وقيما لابد له من كسوته وكسوة عياله وما,0,50256,من,الله,الي,عليه
129,3,تدعو اليه المحاجة من خيل وسلاح وغيره ما كان يشتريه قبل هذه المحن بعشرة الاف من الفضة ونحوها ولولا تساوي العالم من الخاصة والعامة بمعرفة تفاوت ما بين سعر المبيعات الان وبين سعرها قبل هذه المحن ليينا ذلك ولابد من الالماع بطرف منه ان شاء الله تعالي فاهل الدولة لو الهموا رشدهم ونصحوا اتفسهم ل العلصوا انهم لم ينلهم ريح,0,50256,من,الله,الي,عليه
129,4,البتة بزيادة الاطيان ولا بغلاء سعر الذهب الذي كان اصل هذا البلاء وسبب هذه المحن بل هم الخاسرون وان ذلك من تلبيس مباشريهم لنيلهم ما يحيون من اعراضهم ولا يحيق المكر السيي الا باهله واما القسم الثاني وهم مياسير التجار واولو النعحة والترف فان التاجر اذا استفاد مثلا ثلاثة الاف درهم في بضاعته فانما يتعوض عنها فلوسا او عشرين مثقالا,0,50256,من,الله,الي,عليه
130,0,من الذهب ويحتاج الي صرفها فيما ل غني له عنه من مءونته ومءونة عياله وكسوته وكسوة عياله فهو لو تامل لا تضح له انه لما كان اولا يستفيد في مثل هذه البضاعة الف درهم مثلا انها تغني عنه في كلفته مما تفني عنه هذه الثلاثة الاف درهم من الفلوس بكثير فالباءس لغباوته يزعم انه استفاد وهو في الحقيقة انما خسر,0,50256,من,الله,الي,عليه
130,1,ولسوف عما قليل ينكشف له الغطاء ويري ماله قد اكلته التفقات واتلفه اختلاف النقوذ فيعلم فساد ما كان يظن وكذب ماكان يزعم ومن يضلل الله فما له من هاد واما القسم الثالث وهم اصحاب البز وارباب المعايش فانهم في ص هذه المحن يعيشون مما يتحصل لهم من الريح فان احدهم لا يقنع من الفواءد الا بالكثير جدا وهو في جسيع,0,50256,من,الله,الي,عليه
130,3,يستدين ليقية حاجته ويقنع كما قال الاول علي انتي راض يان احمل الهوي واخلص منه لا علي ولا ليا واما القسم الرابع وهم اصجاب الفلاحة والحرث قهلك معظمهم لما قدمناه من شدة السنين وتوالي المحن بقلة ري الاراضي وفيهم من اثري وهم الذين ارتوت اراضيهم في ستي المحل فنالا من زراعتها اموالا جزيلة عاشوا بها هذه الازمتة علي ان فيهم,0,50256,من,الله,الي,عليه
130,4,من عظمت ثروته وفخمت نعمته ونال ما اريي علي مراده وزاد علي ما امله والكه قض ويسسط واليه ترجعون واما القسم المخامس فهم اكثر الفقهاء وطلاب العلم ومن يلحق بهم من الشهوو والكفير من اجناد الحلقة ومن شايههم من له عقار او جار من معلوم سلطان او غيره فهم ما يين ميت او مشتهي الموت لسوء ما حل بهم فان,0,50256,من,الله,الي,عليه
131,0,احدهم اذا اتته ماءة درهم مثلا فان ما اخذ عنها فلوسا او ثلثي مثقال ينفق ذلك فيما كان ينفق فيه من قبل عشرين درهما من الفضة فلحقهم من اجل ذلك القلة والخصاصة وساءت احوالهم وما اصابكم من صيبة فبما كسبت ايديكم ريعفو عن كثير مابن الممترفتين زبادةمنتخهويهم مابين المعقرفينزبادةمنتقةوبهم صورة البقرةالاية الشهود جمع شاهد وهو مصطلح يستخدم في زمن الدولة,0,50256,من,الله,الي,عليه
131,2,مفقال وفي نسخة ب فانما ياخذمنها فلوسا او ثلثي مشقال الحصاصة الفقر وسرء الحال انظر لسان العرب لابن منظرر غ ص ص صورة الشوري الاية واما القسم السادس فهم ارباب المهن والاجراء والحمالون والخدم والسواس والحاكة والبناة الفعلة ونحوهم فان اجرهم تضاعفت تضاعفا كثيرا الا انه لم يبق الا القليل لموت اكثرهم بحيث لم يوجد منهم الواحد الا بعد تطلب,0,50256,من,الله,الي,عليه
131,3,وعناء ولله عاقبة الامور اما القسم السابع فهم اهل الخصاصة والمسكنة ففني معظمهم جوعا ويردا ولم يبق الا اقل من القليل لا يسال عما يفعل وهم يسالون سررة الحج الاية سورة الانبياء الاية الصصل المتاممي ص في فكر نبذ من اسعارهذا الزمن وايرادطرفمن اخبارهلهالمحن اعلم اسعدك الله سعادة الابد واتاك فوز السرمد ان الذي استقر امر الجمهور باقليم صر عليه,0,50256,من,الله,الي,عليه
131,4,في النقد الفلوس خاصة يجعلونها عوضا عن المييعات كلها من اصناف الماكولات وانواع المشروبات وساءر المبيعات وياخذونها في خراع الارضين وعشور اموال التجار وعامة مجابي السلطان ويصيرونها قيحا عن الاعمال جليلها وحقيرها لا تقد لهم سواها ولا مال الا اياها علي ان كل قنطار منها وهو ماءة رطل مصرية وزنا بستماءة رهم نقدا حسابا عن كل رطل وهو زنة ماءة,0,50256,من,الله,الي,عليه
